Source	Source_label	Target	Target_label	Based_on_page	Type	Kind	Holy_table_timestamp	Generator_version	Validity	Validity_certainty	Validity_note	Validation_manual_or_automated	Human_editor	Human_timestamp	Validator_editor	Validator_timestamp	Warning
1441	Pierre Sans	1451	Pierre Raimond Sartre	371	Undirected				correct	y	Explicitly together (p. 371, 756).	m					
1441	Pierre Sans	1474	Peirone Sereine Sicard	371	Undirected				correct		Peirona's (ID#1474) son knows Peter Sans (ID#1441) and it seems that this Petrona is in contact with Peter Sans and Peter Autier and leeds them to her ill brother (p. 763).	m					
1451	Pierre Raimond Sartre	1474	Peirone Sereine Sicard	371	Undirected				incorrect altogether	n	None of the two cooccurrences (p. 371, 763) allows to infer a direct link between Pierre Raymond Sartre and Peirona. He is around the same people that she is (p. 763).	m					
139	Pierre Autier	143	Guillaume Autier	373	Undirected				correct			m					
139	Pierre Autier	327	Bernard Bousquet	373	Undirected												
139	Pierre Autier	524	Pierre Raimond Domergue	373	Undirected												
139	Pierre Autier	577	Raimond Durand	373	Undirected												
139	Pierre Autier	643	Raimond Faure	373	Undirected				incorrect here but appears elsewhere		p. 389, 469, 501	m					
139	Pierre Autier	1094	Jean Mercadier	373	Undirected												
139	Pierre Autier	1096	Sanche Mercadier	373	Undirected				correct			m					
139	Pierre Autier	1207	Amiel de Perles	373	Undirected												
139	Pierre Autier	1441	Pierre Sans	373	Undirected				correct			m					
143	Guillaume Autier	327	Bernard Bousquet	373	Undirected												
143	Guillaume Autier	524	Pierre Raimond Domergue	373	Undirected												
143	Guillaume Autier	577	Raimond Durand	373	Undirected												
143	Guillaume Autier	643	Raimond Faure	373	Undirected				incorrect altogether			m					
143	Guillaume Autier	1094	Jean Mercadier	373	Undirected												
143	Guillaume Autier	1096	Sanche Mercadier	373	Undirected				correct			m					
143	Guillaume Autier	1207	Amiel de Perles	373	Undirected												
143	Guillaume Autier	1441	Pierre Sans	373	Undirected				correct			m					
327	Bernard Bousquet	524	Pierre Raimond Domergue	373	Undirected												
327	Bernard Bousquet	577	Raimond Durand	373	Undirected												
327	Bernard Bousquet	643	Raimond Faure	373	Undirected												
327	Bernard Bousquet	1094	Jean Mercadier	373	Undirected												
327	Bernard Bousquet	1096	Sanche Mercadier	373	Undirected												
327	Bernard Bousquet	1207	Amiel de Perles	373	Undirected												
327	Bernard Bousquet	1441	Pierre Sans	373	Undirected												
524	Pierre Raimond Domergue	577	Raimond Durand	373	Undirected												
524	Pierre Raimond Domergue	643	Raimond Faure	373	Undirected												
524	Pierre Raimond Domergue	1094	Jean Mercadier	373	Undirected												
524	Pierre Raimond Domergue	1096	Sanche Mercadier	373	Undirected												
524	Pierre Raimond Domergue	1207	Amiel de Perles	373	Undirected												
524	Pierre Raimond Domergue	1441	Pierre Sans	373	Undirected												
577	Raimond Durand	643	Raimond Faure	373	Undirected												
577	Raimond Durand	1094	Jean Mercadier	373	Undirected												
577	Raimond Durand	1096	Sanche Mercadier	373	Undirected												
577	Raimond Durand	1207	Amiel de Perles	373	Undirected												
577	Raimond Durand	1441	Pierre Sans	373	Undirected												
643	Raimond Faure	1094	Jean Mercadier	373	Undirected												
643	Raimond Faure	1096	Sanche Mercadier	373	Undirected												
643	Raimond Faure	1207	Amiel de Perles	373	Undirected				incorrect altogether			m					
643	Raimond Faure	1441	Pierre Sans	373	Undirected				incorrect here but appears elsewhere		P. 387-389: Peter Sans, together with Peter Autier and Philip of Alayrac, console Raimond Faure.	m					
1094	Jean Mercadier	1096	Sanche Mercadier	373	Undirected												
1094	Jean Mercadier	1207	Amiel de Perles	373	Undirected												
1094	Jean Mercadier	1441	Pierre Sans	373	Undirected												
1096	Sanche Mercadier	1207	Amiel de Perles	373	Undirected												
1096	Sanche Mercadier	1441	Pierre Sans	373	Undirected				correct			m					
1207	Amiel de Perles	1441	Pierre Sans	373	Undirected												
139	Pierre Autier	143	Guillaume Autier	375	Undirected												
139	Pierre Autier	577	Raimond Durand	375	Undirected												
139	Pierre Autier	578	Arnaude Durand	375	Undirected												
139	Pierre Autier	643	Raimond Faure	375	Undirected				incorrect here but appears elsewhere		p. 389, 469, 501	m					
139	Pierre Autier	1096	Sanche Mercadier	375	Undirected												
139	Pierre Autier	1207	Amiel de Perles	375	Undirected												
139	Pierre Autier	1441	Pierre Sans	375	Undirected												
143	Guillaume Autier	577	Raimond Durand	375	Undirected												
143	Guillaume Autier	578	Arnaude Durand	375	Undirected												
143	Guillaume Autier	643	Raimond Faure	375	Undirected				incorrect altogether			m					
143	Guillaume Autier	1096	Sanche Mercadier	375	Undirected												
143	Guillaume Autier	1207	Amiel de Perles	375	Undirected												
143	Guillaume Autier	1441	Pierre Sans	375	Undirected												
577	Raimond Durand	578	Arnaude Durand	375	Undirected												
577	Raimond Durand	643	Raimond Faure	375	Undirected												
577	Raimond Durand	1096	Sanche Mercadier	375	Undirected												
577	Raimond Durand	1207	Amiel de Perles	375	Undirected												
577	Raimond Durand	1441	Pierre Sans	375	Undirected												
578	Arnaude Durand	643	Raimond Faure	375	Undirected												
578	Arnaude Durand	1096	Sanche Mercadier	375	Undirected												
578	Arnaude Durand	1207	Amiel de Perles	375	Undirected												
578	Arnaude Durand	1441	Pierre Sans	375	Undirected				correct			m					
643	Raimond Faure	1096	Sanche Mercadier	375	Undirected												
643	Raimond Faure	1207	Amiel de Perles	375	Undirected				incorrect altogether			m					
643	Raimond Faure	1441	Pierre Sans	375	Undirected				incorrect here but appears elsewhere		P. 387-389: Peter Sans, together with Peter Autier and Philip of Alayrac, console Raimond Faure.	m					
1096	Sanche Mercadier	1207	Amiel de Perles	375	Undirected												
1096	Sanche Mercadier	1441	Pierre Sans	375	Undirected												
1207	Amiel de Perles	1441	Pierre Sans	375	Undirected												
139	Pierre Autier	143	Guillaume Autier	377	Undirected												
139	Pierre Autier	251	Raimond Bertric	377	Undirected												
139	Pierre Autier	577	Raimond Durand	377	Undirected												
139	Pierre Autier	579	Guillaume Durand	377	Undirected												
139	Pierre Autier	643	Raimond Faure	377	Undirected				incorrect here but appears elsewhere		p. 389, 469, 501	m					
139	Pierre Autier	1096	Sanche Mercadier	377	Undirected												
139	Pierre Autier	1207	Amiel de Perles	377	Undirected												
139	Pierre Autier	1370	Guillemette Ros	377	Undirected												
139	Pierre Autier	1441	Pierre Sans	377	Undirected												
143	Guillaume Autier	251	Raimond Bertric	377	Undirected												
143	Guillaume Autier	577	Raimond Durand	377	Undirected												
143	Guillaume Autier	579	Guillaume Durand	377	Undirected												
143	Guillaume Autier	643	Raimond Faure	377	Undirected				incorrect altogether			m					
143	Guillaume Autier	1096	Sanche Mercadier	377	Undirected												
143	Guillaume Autier	1207	Amiel de Perles	377	Undirected												
143	Guillaume Autier	1370	Guillemette Ros	377	Undirected												
143	Guillaume Autier	1441	Pierre Sans	377	Undirected												
251	Raimond Bertric	577	Raimond Durand	377	Undirected												
251	Raimond Bertric	579	Guillaume Durand	377	Undirected												
251	Raimond Bertric	643	Raimond Faure	377	Undirected												
251	Raimond Bertric	1096	Sanche Mercadier	377	Undirected												
251	Raimond Bertric	1207	Amiel de Perles	377	Undirected												
251	Raimond Bertric	1370	Guillemette Ros	377	Undirected												
251	Raimond Bertric	1441	Pierre Sans	377	Undirected												
577	Raimond Durand	579	Guillaume Durand	377	Undirected												
577	Raimond Durand	643	Raimond Faure	377	Undirected												
577	Raimond Durand	1096	Sanche Mercadier	377	Undirected												
577	Raimond Durand	1207	Amiel de Perles	377	Undirected												
577	Raimond Durand	1370	Guillemette Ros	377	Undirected												
577	Raimond Durand	1441	Pierre Sans	377	Undirected												
579	Guillaume Durand	643	Raimond Faure	377	Undirected												
579	Guillaume Durand	1096	Sanche Mercadier	377	Undirected												
579	Guillaume Durand	1207	Amiel de Perles	377	Undirected												
579	Guillaume Durand	1370	Guillemette Ros	377	Undirected												
579	Guillaume Durand	1441	Pierre Sans	377	Undirected												
643	Raimond Faure	1096	Sanche Mercadier	377	Undirected												
643	Raimond Faure	1207	Amiel de Perles	377	Undirected				incorrect altogether			m					
643	Raimond Faure	1370	Guillemette Ros	377	Undirected												
643	Raimond Faure	1441	Pierre Sans	377	Undirected				incorrect here but appears elsewhere		P. 387-389: Peter Sans, together with Peter Autier and Philip of Alayrac, console Raimond Faure.	m					
1096	Sanche Mercadier	1207	Amiel de Perles	377	Undirected												
1096	Sanche Mercadier	1370	Guillemette Ros	377	Undirected												
1096	Sanche Mercadier	1441	Pierre Sans	377	Undirected												
1207	Amiel de Perles	1370	Guillemette Ros	377	Undirected												
1207	Amiel de Perles	1441	Pierre Sans	377	Undirected												
1370	Guillemette Ros	1441	Pierre Sans	377	Undirected												
139	Pierre Autier	143	Guillaume Autier	379	Undirected												
139	Pierre Autier	574	Gayssie Durand	379	Undirected												
139	Pierre Autier	575	Bonne Durand	379	Undirected				correct			m					
139	Pierre Autier	643	Raimond Faure	379	Undirected				incorrect here but appears elsewhere		p. 389, 469, 501	m					
139	Pierre Autier	745	Bernard Gasc	379	Undirected												
139	Pierre Autier	1096	Sanche Mercadier	379	Undirected												
139	Pierre Autier	1207	Amiel de Perles	379	Undirected												
139	Pierre Autier	1441	Pierre Sans	379	Undirected												
143	Guillaume Autier	574	Gayssie Durand	379	Undirected												
143	Guillaume Autier	575	Bonne Durand	379	Undirected												
143	Guillaume Autier	643	Raimond Faure	379	Undirected				incorrect altogether			m					
143	Guillaume Autier	745	Bernard Gasc	379	Undirected												
143	Guillaume Autier	1096	Sanche Mercadier	379	Undirected												
143	Guillaume Autier	1207	Amiel de Perles	379	Undirected												
143	Guillaume Autier	1441	Pierre Sans	379	Undirected												
574	Gayssie Durand	575	Bonne Durand	379	Undirected												
574	Gayssie Durand	643	Raimond Faure	379	Undirected												
574	Gayssie Durand	745	Bernard Gasc	379	Undirected												
574	Gayssie Durand	1096	Sanche Mercadier	379	Undirected												
574	Gayssie Durand	1207	Amiel de Perles	379	Undirected												
574	Gayssie Durand	1441	Pierre Sans	379	Undirected												
575	Bonne Durand	643	Raimond Faure	379	Undirected												
575	Bonne Durand	745	Bernard Gasc	379	Undirected												
575	Bonne Durand	1096	Sanche Mercadier	379	Undirected												
575	Bonne Durand	1207	Amiel de Perles	379	Undirected												
575	Bonne Durand	1441	Pierre Sans	379	Undirected				correct			m					
643	Raimond Faure	745	Bernard Gasc	379	Undirected												
643	Raimond Faure	1096	Sanche Mercadier	379	Undirected												
643	Raimond Faure	1207	Amiel de Perles	379	Undirected				incorrect altogether			m					
643	Raimond Faure	1441	Pierre Sans	379	Undirected				incorrect here but appears elsewhere		P. 387-389: Peter Sans, together with Peter Autier and Philip of Alayrac, console Raimond Faure.	m					
745	Bernard Gasc	1096	Sanche Mercadier	379	Undirected												
745	Bernard Gasc	1207	Amiel de Perles	379	Undirected												
745	Bernard Gasc	1441	Pierre Sans	379	Undirected												
1096	Sanche Mercadier	1207	Amiel de Perles	379	Undirected												
1096	Sanche Mercadier	1441	Pierre Sans	379	Undirected												
1207	Amiel de Perles	1441	Pierre Sans	379	Undirected												
139	Pierre Autier	140	Jacques Autier	381	Undirected												
139	Pierre Autier	431	Guillaume de Clairac	381	Undirected												
139	Pierre Autier	1096	Sanche Mercadier	381	Undirected												
139	Pierre Autier	1441	Pierre Sans	381	Undirected												
140	Jacques Autier	431	Guillaume de Clairac	381	Undirected												
140	Jacques Autier	1096	Sanche Mercadier	381	Undirected				incorrect altogether	n	I went through all the cooccurrences, none proves direct acquaintance. They might be part of different "generations" in Autier group, Sans Mercadier and Peter Sans being the latecomers.						
140	Jacques Autier	1441	Pierre Sans	381	Undirected												
431	Guillaume de Clairac	1096	Sanche Mercadier	381	Undirected												
431	Guillaume de Clairac	1441	Pierre Sans	381	Undirected												
1096	Sanche Mercadier	1441	Pierre Sans	381	Undirected												
139	Pierre Autier	431	Guillaume de Clairac	383	Undirected												
139	Pierre Autier	434	Pierre de Clairac	383	Undirected												
139	Pierre Autier	435	Raimonde de Clairac	383	Undirected												
139	Pierre Autier	436	Pierre de Clairac	383	Undirected												
139	Pierre Autier	741	Raimond Gasc	383	Undirected												
139	Pierre Autier	742	Bernarde Gasc	383	Undirected												
139	Pierre Autier	745	Bernard Gasc	383	Undirected												
139	Pierre Autier	768	Robert Géraud	383	Undirected												
139	Pierre Autier	1441	Pierre Sans	383	Undirected												
431	Guillaume de Clairac	434	Pierre de Clairac	383	Undirected												
431	Guillaume de Clairac	435	Raimonde de Clairac	383	Undirected												
431	Guillaume de Clairac	436	Pierre de Clairac	383	Undirected												
431	Guillaume de Clairac	741	Raimond Gasc	383	Undirected												
431	Guillaume de Clairac	742	Bernarde Gasc	383	Undirected												
431	Guillaume de Clairac	745	Bernard Gasc	383	Undirected												
431	Guillaume de Clairac	768	Robert Géraud	383	Undirected												
431	Guillaume de Clairac	1441	Pierre Sans	383	Undirected												
434	Pierre de Clairac	435	Raimonde de Clairac	383	Undirected												
434	Pierre de Clairac	436	Pierre de Clairac	383	Undirected												
434	Pierre de Clairac	741	Raimond Gasc	383	Undirected												
434	Pierre de Clairac	742	Bernarde Gasc	383	Undirected												
434	Pierre de Clairac	745	Bernard Gasc	383	Undirected												
